RUTA	NOMBRE	EXTENSION	TAMANO_BYTES	FECHA_MODIFICACION	ESTADO_GIT	CLASIFICACION	CONTIENE_DATOS_PERSONALES_POTENCIAL	OBSERVACIONES
estudiantes_extranjeros_2026/backups/pre_depuracion_4_cruces_20260618_115233/NOMINA_RESOLUCION_TECNICA_CODIGOS.xlsx	NOMINA_RESOLUCION_TECNICA_CODIGOS.xlsx	.xlsx	11886	2026-06-18T11:52:00.090116-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_depuracion_4_cruces_20260618_115233/UNIVERSO_DEPURADO_EXTRANJEROS_REGULARES_2025.csv	UNIVERSO_DEPURADO_EXTRANJEROS_REGULARES_2025.csv	.csv	158306	2026-06-18T11:51:59.956554-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_depuracion_4_cruces_20260618_115233/CRUCE_2_SOLO_PRECARGA.csv	CRUCE_2_SOLO_PRECARGA.csv	.csv	118577	2026-06-18T11:51:59.944596-04:00	TRACKED_OR_UNMODIFIED	precarga oficial o evidencia de precarga	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_depuracion_4_cruces_20260618_115233/NOMINA_DATOS_PERSONALES_FALTANTES.xlsx	NOMINA_DATOS_PERSONALES_FALTANTES.xlsx	.xlsx	32718	2026-06-18T11:52:00.066978-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/MANIFIESTO_RESPALDO_V6.csv	MANIFIESTO_RESPALDO_V6.csv	.csv	4503	2026-06-25T14:09:52.401784-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/resultados/auditorias/VALIDACION_CODIGOS_SIES_V6.csv	VALIDACION_CODIGOS_SIES_V6.csv	.csv	806	2026-06-25T14:08:49.922891-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/resultados/auditorias/RESOLUCION_11_CODIGOS_SIES_DESDE_MATRICULA_UNIFICADA.csv	RESOLUCION_11_CODIGOS_SIES_DESDE_MATRICULA_UNIFICADA.csv	.csv	4100	2026-06-25T12:16:07.042844-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/resultados/auditorias/REVISION_CODIGOS_SIES_EXTRANJEROS_V6.xlsx	REVISION_CODIGOS_SIES_EXTRANJEROS_V6.xlsx	.xlsx	203739	2026-06-25T14:08:50.268141-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/resultados/auditorias/RESOLUCION_2_CODIGOS_SIES_V6.csv	RESOLUCION_2_CODIGOS_SIES_V6.csv	.csv	905	2026-06-25T14:08:49.698045-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/resultados/auditorias/AUDITORIA_5_ADVERTENCIAS_V6.csv	AUDITORIA_5_ADVERTENCIAS_V6.csv	.csv	1099	2026-06-25T14:08:49.887988-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/scripts/resolver_codigos_sies_v6 2.py	resolver_codigos_sies_v6 2.py	.py	30130	2026-06-25T14:09:43-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/scripts/aplicar_correcciones_extranjeros_v5 2.py	aplicar_correcciones_extranjeros_v5 2.py	.py	32714	2026-06-25T12:16:02-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/data/governed/columnas_extranjeros_2025_v5/06_NOMBRES.tsv	06_NOMBRES.tsv	.tsv	19531	2026-06-25T12:16:08.187419-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/data/governed/columnas_extranjeros_2025_v5/13_CODIGO_UNICO.tsv	13_CODIGO_UNICO.tsv	.tsv	16406	2026-06-25T12:16:09.025736-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/data/governed/columnas_extranjeros_2025_v5/08_FECHA_NACIMIENTO.tsv	08_FECHA_NACIMIENTO.tsv	.tsv	20571	2026-06-25T12:16:08.433163-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/data/governed/columnas_extranjeros_2025_v5/02_NUM_DOCUMENTO.tsv	02_NUM_DOCUMENTO.tsv	.tsv	20817	2026-06-25T12:16:07.629997-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/data/governed/columnas_extranjeros_2025_v5/17_SEM_INGRESO_CARRERA_ORIGEN.tsv	17_SEM_INGRESO_CARRERA_ORIGEN.tsv	.tsv	25005	2026-06-25T12:16:09.486669-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/data/governed/columnas_extranjeros_2025_v5/07_SEXO.tsv	07_SEXO.tsv	.tsv	18061	2026-06-25T12:16:08.309912-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/data/governed/columnas_extranjeros_2025_v5/15_SEM_INGRESO_CARRERA_ACTUAL.tsv	15_SEM_INGRESO_CARRERA_ACTUAL.tsv	.tsv	19561	2026-06-25T12:16:09.256831-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/data/governed/columnas_extranjeros_2025_v5/03_DV.tsv	03_DV.tsv	.tsv	17597	2026-06-25T12:16:07.764438-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/data/governed/columnas_extranjeros_2025_v5/20_VIGENCIA.tsv	20_VIGENCIA.tsv	.tsv	19526	2026-06-25T12:16:09.834636-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/data/governed/columnas_extranjeros_2025_v5/10_TIPO_RESIDENCIA_ESTUDIANTE.tsv	10_TIPO_RESIDENCIA_ESTUDIANTE.tsv	.tsv	19105	2026-06-25T12:16:08.673355-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/data/governed/columnas_extranjeros_2025_v5/11_PAIS_ORIGEN.tsv	11_PAIS_ORIGEN.tsv	.tsv	24168	2026-06-25T12:16:08.790134-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/data/governed/columnas_extranjeros_2025_v5/12_PAIS_ESTUDIOS_SECUNDARIOS.tsv	12_PAIS_ESTUDIOS_SECUNDARIOS.tsv	.tsv	19128	2026-06-25T12:16:08.906817-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/data/governed/columnas_extranjeros_2025_v5/18_NOMBRE_UNIVERSIDAD_ORIGEN.tsv	18_NOMBRE_UNIVERSIDAD_ORIGEN.tsv	.tsv	18678	2026-06-25T12:16:09.601485-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/data/governed/columnas_extranjeros_2025_v5/16_ANIO_INGRESO_CARRERA_ORIGEN.tsv	16_ANIO_INGRESO_CARRERA_ORIGEN.tsv	.tsv	25399	2026-06-25T12:16:09.370435-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/data/governed/columnas_extranjeros_2025_v5/19_PAIS_UNIVERSIDAD_ORIGEN.tsv	19_PAIS_UNIVERSIDAD_ORIGEN.tsv	.tsv	18556	2026-06-25T12:16:09.715384-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/data/governed/columnas_extranjeros_2025_v5/05_SEGUNDO_APELLIDO.tsv	05_SEGUNDO_APELLIDO.tsv	.tsv	18609	2026-06-25T12:16:08.055747-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/data/governed/columnas_extranjeros_2025_v5/04_PRIMER_APELLIDO.tsv	04_PRIMER_APELLIDO.tsv	.tsv	18995	2026-06-25T12:16:07.903881-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/data/governed/columnas_extranjeros_2025_v5/14_ANIO_INGRESO_CARRERA_ACTUAL.tsv	14_ANIO_INGRESO_CARRERA_ACTUAL.tsv	.tsv	20321	2026-06-25T12:16:09.139555-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/data/governed/columnas_extranjeros_2025_v5/01_TIPO_DOCUMENTO.tsv	01_TIPO_DOCUMENTO.tsv	.tsv	18819	2026-06-25T12:16:07.492383-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/data/governed/columnas_extranjeros_2025_v5/09_NACIONALIDAD.tsv	09_NACIONALIDAD.tsv	.tsv	20626	2026-06-25T12:16:08.556939-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/data/governed/columnas_extranjeros_2025_v6/06_NOMBRES.tsv	06_NOMBRES.tsv	.tsv	19531	2026-06-25T14:08:49.733451-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/data/governed/columnas_extranjeros_2025_v6/13_CODIGO_UNICO.tsv	13_CODIGO_UNICO.tsv	.tsv	16791	2026-06-25T14:08:49.861536-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/data/governed/columnas_extranjeros_2025_v6/08_FECHA_NACIMIENTO.tsv	08_FECHA_NACIMIENTO.tsv	.tsv	20571	2026-06-25T14:08:49.737031-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/data/governed/columnas_extranjeros_2025_v6/02_NUM_DOCUMENTO.tsv	02_NUM_DOCUMENTO.tsv	.tsv	20817	2026-06-25T14:08:49.726800-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/data/governed/columnas_extranjeros_2025_v6/17_SEM_INGRESO_CARRERA_ORIGEN.tsv	17_SEM_INGRESO_CARRERA_ORIGEN.tsv	.tsv	25005	2026-06-25T14:08:49.868774-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/data/governed/columnas_extranjeros_2025_v6/07_SEXO.tsv	07_SEXO.tsv	.tsv	18061	2026-06-25T14:08:49.735318-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/data/governed/columnas_extranjeros_2025_v6/15_SEM_INGRESO_CARRERA_ACTUAL.tsv	15_SEM_INGRESO_CARRERA_ACTUAL.tsv	.tsv	19561	2026-06-25T14:08:49.865179-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/data/governed/columnas_extranjeros_2025_v6/03_DV.tsv	03_DV.tsv	.tsv	17597	2026-06-25T14:08:49.728377-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/data/governed/columnas_extranjeros_2025_v6/20_VIGENCIA.tsv	20_VIGENCIA.tsv	.tsv	19526	2026-06-25T14:08:49.874053-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/data/governed/columnas_extranjeros_2025_v6/10_TIPO_RESIDENCIA_ESTUDIANTE.tsv	10_TIPO_RESIDENCIA_ESTUDIANTE.tsv	.tsv	19105	2026-06-25T14:08:49.740360-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/data/governed/columnas_extranjeros_2025_v6/11_PAIS_ORIGEN.tsv	11_PAIS_ORIGEN.tsv	.tsv	24168	2026-06-25T14:08:49.742076-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/data/governed/columnas_extranjeros_2025_v6/12_PAIS_ESTUDIOS_SECUNDARIOS.tsv	12_PAIS_ESTUDIOS_SECUNDARIOS.tsv	.tsv	19128	2026-06-25T14:08:49.743695-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/data/governed/columnas_extranjeros_2025_v6/18_NOMBRE_UNIVERSIDAD_ORIGEN.tsv	18_NOMBRE_UNIVERSIDAD_ORIGEN.tsv	.tsv	18678	2026-06-25T14:08:49.870489-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/data/governed/columnas_extranjeros_2025_v6/16_ANIO_INGRESO_CARRERA_ORIGEN.tsv	16_ANIO_INGRESO_CARRERA_ORIGEN.tsv	.tsv	25399	2026-06-25T14:08:49.866855-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/data/governed/columnas_extranjeros_2025_v6/19_PAIS_UNIVERSIDAD_ORIGEN.tsv	19_PAIS_UNIVERSIDAD_ORIGEN.tsv	.tsv	18556	2026-06-25T14:08:49.872246-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/data/governed/columnas_extranjeros_2025_v6/05_SEGUNDO_APELLIDO.tsv	05_SEGUNDO_APELLIDO.tsv	.tsv	18609	2026-06-25T14:08:49.731777-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/data/governed/columnas_extranjeros_2025_v6/04_PRIMER_APELLIDO.tsv	04_PRIMER_APELLIDO.tsv	.tsv	18995	2026-06-25T14:08:49.729943-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/data/governed/columnas_extranjeros_2025_v6/14_ANIO_INGRESO_CARRERA_ACTUAL.tsv	14_ANIO_INGRESO_CARRERA_ACTUAL.tsv	.tsv	20321	2026-06-25T14:08:49.863481-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/data/governed/columnas_extranjeros_2025_v6/01_TIPO_DOCUMENTO.tsv	01_TIPO_DOCUMENTO.tsv	.tsv	18819	2026-06-25T14:08:49.725055-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/data/governed/columnas_extranjeros_2025_v6/09_NACIONALIDAD.tsv	09_NACIONALIDAD.tsv	.tsv	20626	2026-06-25T14:08:49.738702-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/data/processed/MATRIZ_GOBERNANZA_EXTRANJEROS_2025_V6.csv	MATRIZ_GOBERNANZA_EXTRANJEROS_2025_V6.csv	.csv	150555	2026-06-25T14:08:49.713450-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_resolucion_codigos_sies_v6_20260625_140952/data/processed/MATRIZ_GOBERNANZA_EXTRANJEROS_2025_V5.csv	MATRIZ_GOBERNANZA_EXTRANJEROS_2025_V5.csv	.csv	149027	2026-06-25T12:16:07.358696-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_conciliacion_precarga_20260618_111806/MANIFIESTO_RESPALDO_PRE_CONCILIACION_PRECARGA.csv	MANIFIESTO_RESPALDO_PRE_CONCILIACION_PRECARGA.csv	.csv	79	2026-06-18T11:18:06.136981-04:00	TRACKED_OR_UNMODIFIED	precarga oficial o evidencia de precarga	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_aplicacion_reglas_institucionales_v4_20260625_115018/README 2.md	README 2.md	.md	14757	2026-06-24T18:02:00-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_aplicacion_reglas_institucionales_v4_20260625_115018/resultados/reportes/REPORTE_REGLAS_INSTITUCIONALES_EXTRANJEROS_V4 2.md	REPORTE_REGLAS_INSTITUCIONALES_EXTRANJEROS_V4 2.md	.md	3195	2026-06-24T23:16:36-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_aplicacion_reglas_institucionales_v4_20260625_115018/resultados/auditorias/APLICACION_RESIDENCIA_0_PAIS_ORIGEN_VACIO_V4.csv	APLICACION_RESIDENCIA_0_PAIS_ORIGEN_VACIO_V4.csv	.csv	22454	2026-06-24T23:16:36.027761-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_aplicacion_reglas_institucionales_v4_20260625_115018/resultados/auditorias/VALIDACION_REGLAS_INSTITUCIONALES_V4.csv	VALIDACION_REGLAS_INSTITUCIONALES_V4.csv	.csv	537	2026-06-24T23:16:36.028842-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_aplicacion_reglas_institucionales_v4_20260625_115018/resultados/auditorias/APLICACION_INGRESO_CARRERA_ORIGEN_V4.csv	APLICACION_INGRESO_CARRERA_ORIGEN_V4.csv	.csv	8745	2026-06-24T23:16:36.028551-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	SI	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_gobernanza_columnas_extranjeros_20260624_175958/MANIFIESTO_RESPALDO_PRE_GOBERNANZA_COLUMNAS.csv	MANIFIESTO_RESPALDO_PRE_GOBERNANZA_COLUMNAS.csv	.csv	237	2026-06-24T17:59:58.337870-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_gobernanza_columnas_extranjeros_20260624_175958/scripts/gobernar_columnas_extranjeros_2025 2.py	gobernar_columnas_extranjeros_2025 2.py	.py	86694	2026-06-24T17:59:44-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_rerun_<ID_MASKED>/MATRIZ_MAPEO_INICIAL.csv	MATRIZ_MAPEO_INICIAL.csv	.csv	15652	2026-06-18T08:45:24.160508-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_rerun_<ID_MASKED>/MANIFIESTO_BACKUP_PRE_RERUN.csv	MANIFIESTO_BACKUP_PRE_RERUN.csv	.csv	1445	2026-06-18T08:48:19.182332-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_rerun_<ID_MASKED>/CONFLICTOS_IDENTIFICADORES_Y_CRUCES.csv	CONFLICTOS_IDENTIFICADORES_Y_CRUCES.csv	.csv	3874	2026-06-18T08:45:24.167284-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_rerun_<ID_MASKED>/MANIFIESTO_ARCHIVOS.csv	MANIFIESTO_ARCHIVOS.csv	.csv	3281	2026-06-18T08:45:24.172790-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_rerun_<ID_MASKED>/INVENTARIO_FUENTES_EXISTENTES.csv	INVENTARIO_FUENTES_EXISTENTES.csv	.csv	2598834	2026-06-18T08:45:24.157281-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_rerun_<ID_MASKED>/CONTROL_CAMBIOS.csv	CONTROL_CAMBIOS.csv	.csv	3280	2026-06-18T08:45:24.170216-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_rerun_<ID_MASKED>/BRECHAS_DATOS_CRITICOS.csv	BRECHAS_DATOS_CRITICOS.csv	.csv	688	2026-06-18T08:45:24.166278-04:00	TRACKED_OR_UNMODIFIED	otro proceso: estudiantes extranjeros	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
estudiantes_extranjeros_2026/backups/pre_rerun_<ID_MASKED>/NOMINA_GESTION_MANUAL.csv	NOMINA_GESTION_MANUAL.csv	.csv	35599	2026-06-18T08:45:24.167120-04:00	TRACKED_OR_UNMODIFIED	fuente normativa	NO_DETERMINADO	Inventario por ruta y metadatos; no inspecciona registros personales.
