CODCLI	CODCARPR_NORM	JORNADA_FUENTE	PLAN_DE_ESTUDIO	ANIO_ING_ACT	N_CODES_SIES	CODIGOS_SIES_POTENCIALES	CODIGO_CARRERA_SIES_FINAL	SIES_MATCH_STATUS	SIES_MATCH_DIAG	SIES_RESOLUCION_HEURISTICA	SIES_CONFIANZA_POST	DURACION_ESTUDIOS_REF	FLAG_GOBERNANZA_V2	AMBIGUEDAD_ESTRUCTURAL	EFECTO_PLAN_ESTUDIOS_ALUMNO	JUSTIFICACION_AUDITORIA
20251ICIB014	ICIB	V	ICIB20241	2025	3	I162S2C46J2V1 | I162S2C46J2V2 | I162S2C46J2V3	I162S2C46J2V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI	CON_AMBIGUEDAD	RESOLVERIA_AMBIGUEDAD	N_CODES_SIES=3 → existían múltiples planes SIES potenciales; el pipeline resolvió por heurística (REGLA_TIPO_PLAN); un dato maestro PLAN_ESTUDIOS_ALUMNO eliminaría esta inferencia; ambigüedad por versión curricular (3 versiones); potenciales: I162S2C46J2V1 | I162S2C46J2V2 | I162S2C46J2V3; carrera: ICIB; jornada: V; plan: ICIB20241.
20251TPAS013	TPAS	O	TPAS20241	2025	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TPAS20241. Jornada: O.
20241TPAS189	TPAS	O	TPAS20241	2023	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TPAS20241. Jornada: O.
20241TCIB038	TCIB	O	TCIB20241	2023	1	I162S2C47J4V1	I162S2C47J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TCIB20241. Jornada: O.
20231IECSREOL047	IECSREOL	O	IECSREOL20211	2023	7	I162S2C46J1V1 | I162S2C46J2V1 | I162S2C46J2V2 | I162S2C46J2V3 | I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	I162S2C46J4V3	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN_JORNADA	95%	8	SI	CON_AMBIGUEDAD	RESOLVERIA_AMBIGUEDAD	N_CODES_SIES=7 → existían múltiples planes SIES potenciales; el pipeline resolvió por heurística (REGLA_TIPO_PLAN_JORNADA); un dato maestro PLAN_ESTUDIOS_ALUMNO eliminaría esta inferencia; ambigüedad por jornada (3 jornadas) y versión (3 versiones); potenciales: I162S2C46J1V1 | I162S2C46J2V1 | I162S2C46J2V2 | I162S2C46J2V3 | I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3; carrera: IECSREOL; jornada: O; plan: IECSREOL20211.
20251ICIB113	ICIB	O	ICIB20241	2025	3	I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	I162S2C46J4V3	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI	CON_AMBIGUEDAD	RESOLVERIA_AMBIGUEDAD	N_CODES_SIES=3 → existían múltiples planes SIES potenciales; el pipeline resolvió por heurística (REGLA_TIPO_PLAN); un dato maestro PLAN_ESTUDIOS_ALUMNO eliminaría esta inferencia; ambigüedad por versión curricular (3 versiones); potenciales: I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3; carrera: ICIB; jornada: O; plan: ICIB20241.
20251ADMP052	ADMP	O	ADMP20251	2025	2	I162S2C83J4V1 | I162S2C83J4V2	I162S2C83J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI	CON_AMBIGUEDAD	RESOLVERIA_AMBIGUEDAD	N_CODES_SIES=2 → existían múltiples planes SIES potenciales; el pipeline resolvió por heurística (REGLA_TIPO_PLAN); un dato maestro PLAN_ESTUDIOS_ALUMNO eliminaría esta inferencia; ambigüedad por versión curricular (2 versiones); potenciales: I162S2C83J4V1 | I162S2C83J4V2; carrera: ADMP; jornada: O; plan: ADMP20251.
20251TENS096	TENS	V	TENS20251	2025	1	I162S2C91J2V1	I162S2C91J2V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TENS20251. Jornada: V.
20241TPAS246	TPAS	O	TPAS20241	2022	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TPAS20241. Jornada: O.
20241TCIB067	TCIB	O	TCIB20241	2023	1	I162S2C47J4V1	I162S2C47J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TCIB20241. Jornada: O.
20241ICIB099	ICIB	O	ICIB20241	2023	3	I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	I162S2C46J4V3	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI	CON_AMBIGUEDAD	RESOLVERIA_AMBIGUEDAD	N_CODES_SIES=3 → existían múltiples planes SIES potenciales; el pipeline resolvió por heurística (REGLA_TIPO_PLAN); un dato maestro PLAN_ESTUDIOS_ALUMNO eliminaría esta inferencia; ambigüedad por versión curricular (3 versiones); potenciales: I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3; carrera: ICIB; jornada: O; plan: ICIB20241.
20251TPAS130	TPAS	O	TPAS20241	2025	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TPAS20241. Jornada: O.
20231IECSREOL096	IECSREOL	O	IECSREOL20211	2023	7	I162S2C46J1V1 | I162S2C46J2V1 | I162S2C46J2V2 | I162S2C46J2V3 | I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	I162S2C46J4V3	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN_JORNADA	95%	8	SI	CON_AMBIGUEDAD	RESOLVERIA_AMBIGUEDAD	N_CODES_SIES=7 → existían múltiples planes SIES potenciales; el pipeline resolvió por heurística (REGLA_TIPO_PLAN_JORNADA); un dato maestro PLAN_ESTUDIOS_ALUMNO eliminaría esta inferencia; ambigüedad por jornada (3 jornadas) y versión (3 versiones); potenciales: I162S2C46J1V1 | I162S2C46J2V1 | I162S2C46J2V2 | I162S2C46J2V3 | I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3; carrera: IECSREOL; jornada: O; plan: IECSREOL20211.
20251TCIB046	TCIB	O	TCIB20241	2025	1	I162S2C47J4V1	I162S2C47J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TCIB20241. Jornada: O.
20252TENS008	TENS	V	TENS20251	2025	1	I162S2C91J2V1	I162S2C91J2V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TENS20251. Jornada: V.
20251TAMD060	TAMD	O	TAMD20241	2025	1	I162S2C78J4V1	I162S2C78J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TAMD20241. Jornada: O.
20251ADMP060	ADMP	O	ADMP20251	2025	2	I162S2C83J4V1 | I162S2C83J4V2	I162S2C83J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI	CON_AMBIGUEDAD	RESOLVERIA_AMBIGUEDAD	N_CODES_SIES=2 → existían múltiples planes SIES potenciales; el pipeline resolvió por heurística (REGLA_TIPO_PLAN); un dato maestro PLAN_ESTUDIOS_ALUMNO eliminaría esta inferencia; ambigüedad por versión curricular (2 versiones); potenciales: I162S2C83J4V1 | I162S2C83J4V2; carrera: ADMP; jornada: O; plan: ADMP20251.
20241TPAS121	TPAS	O	TPAS20241	2024	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TPAS20241. Jornada: O.
20241CIINF011	CIINF	O	CIINF20241	2024	1	I162S2C1J4V3	I162S2C1J4V3	MATCH_SIES	MATCH_SIES_UNICO			4	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: CIINF20241. Jornada: O.
20251TPAS048	TPAS	O	TPAS20241	2025	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TPAS20241. Jornada: O.
20251TPAS133	TPAS	D	TPAS20241	2025	2	I162S2C57J1V1 | I162S2C57J2V1	I162S2C57J1V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN_JORNADA	95%	5	SI	CON_AMBIGUEDAD	RESOLVERIA_AMBIGUEDAD	N_CODES_SIES=2 → existían múltiples planes SIES potenciales; el pipeline resolvió por heurística (REGLA_TIPO_PLAN_JORNADA); un dato maestro PLAN_ESTUDIOS_ALUMNO eliminaría esta inferencia; ambigüedad por jornada (2 jornadas); potenciales: I162S2C57J1V1 | I162S2C57J2V1; carrera: TPAS; jornada: D; plan: TPAS20241.
20241ICIB191	ICIB	O	ICIB20241	2024	3	I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	I162S2C46J4V3	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI	CON_AMBIGUEDAD	RESOLVERIA_AMBIGUEDAD	N_CODES_SIES=3 → existían múltiples planes SIES potenciales; el pipeline resolvió por heurística (REGLA_TIPO_PLAN); un dato maestro PLAN_ESTUDIOS_ALUMNO eliminaría esta inferencia; ambigüedad por versión curricular (3 versiones); potenciales: I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3; carrera: ICIB; jornada: O; plan: ICIB20241.
20251TAMD098	TAMD	O	TAMD20241	2025	1	I162S2C78J4V1	I162S2C78J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TAMD20241. Jornada: O.
20251IADM086	IADM	O	IADM20241	2025	2	I162S2C76J4V1 | I162S2C76J4V2	I162S2C76J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI	CON_AMBIGUEDAD	RESOLVERIA_AMBIGUEDAD	N_CODES_SIES=2 → existían múltiples planes SIES potenciales; el pipeline resolvió por heurística (REGLA_TIPO_PLAN); un dato maestro PLAN_ESTUDIOS_ALUMNO eliminaría esta inferencia; ambigüedad por versión curricular (2 versiones); potenciales: I162S2C76J4V1 | I162S2C76J4V2; carrera: IADM; jornada: O; plan: IADM20241.
20251IADM107	IADM	O	IADM20241	2025	2	I162S2C76J4V1 | I162S2C76J4V2	I162S2C76J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI	CON_AMBIGUEDAD	RESOLVERIA_AMBIGUEDAD	N_CODES_SIES=2 → existían múltiples planes SIES potenciales; el pipeline resolvió por heurística (REGLA_TIPO_PLAN); un dato maestro PLAN_ESTUDIOS_ALUMNO eliminaría esta inferencia; ambigüedad por versión curricular (2 versiones); potenciales: I162S2C76J4V1 | I162S2C76J4V2; carrera: IADM; jornada: O; plan: IADM20241.
20241ICRE014	ICRE	O	ICRE20241	2024	1	I162S2C3J4V2	I162S2C3J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: ICRE20241. Jornada: O.
20251IADM017	IADM	O	IADM20241	2025	2	I162S2C76J4V1 | I162S2C76J4V2	I162S2C76J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI	CON_AMBIGUEDAD	RESOLVERIA_AMBIGUEDAD	N_CODES_SIES=2 → existían múltiples planes SIES potenciales; el pipeline resolvió por heurística (REGLA_TIPO_PLAN); un dato maestro PLAN_ESTUDIOS_ALUMNO eliminaría esta inferencia; ambigüedad por versión curricular (2 versiones); potenciales: I162S2C76J4V1 | I162S2C76J4V2; carrera: IADM; jornada: O; plan: IADM20241.
20251TPAS032	TPAS	O	TPAS20241	2025	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TPAS20241. Jornada: O.
20251TAMD043	TAMD	O	TAMD20241	2025	1	I162S2C78J4V1	I162S2C78J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TAMD20241. Jornada: O.
20251TPAS057	TPAS	O	TPAS20241	2025	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TPAS20241. Jornada: O.
20251IADM003	IADM	V	IADM20241	2025	1	I162S2C76J2V1	I162S2C76J2V1	MATCH_SIES	MATCH_SIES_UNICO			8	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: IADM20241. Jornada: V.
20251TPAS061	TPAS	O	TPAS20241	2023	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TPAS20241. Jornada: O.
20252IINF014	IINF	O	IINF20241	2025	1	I162S2C1J4V2	I162S2C1J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: IINF20241. Jornada: O.
20241TPAS124	TPAS	O	TPAS20241	2023	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TPAS20241. Jornada: O.
20253ILOG008	ILOG	O	ILOG20241	2025	1	I162S2C77J4V1	I162S2C77J4V1	MATCH_SIES	MATCH_SIES_UNICO			8	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: ILOG20241. Jornada: O.
20241ICRE112	ICRE	O	ICRE20241	2024	1	I162S2C3J4V2	I162S2C3J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: ICRE20241. Jornada: O.
20252TPAS007	TPAS	O	TPAS20241	2025	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TPAS20241. Jornada: O.
20253ILOG005	ILOG	O	ILOG20241	2025	1	I162S2C77J4V1	I162S2C77J4V1	MATCH_SIES	MATCH_SIES_UNICO			8	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: ILOG20241. Jornada: O.
20251CIINF006	CIINF	O	CIINF20241	2025	1	I162S2C1J4V3	I162S2C1J4V3	MATCH_SIES	MATCH_SIES_UNICO			4	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: CIINF20241. Jornada: O.
20251TPAS042	TPAS	D	TPAS20241	2025	2	I162S2C57J1V1 | I162S2C57J2V1	I162S2C57J1V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN_JORNADA	95%	5	SI	CON_AMBIGUEDAD	RESOLVERIA_AMBIGUEDAD	N_CODES_SIES=2 → existían múltiples planes SIES potenciales; el pipeline resolvió por heurística (REGLA_TIPO_PLAN_JORNADA); un dato maestro PLAN_ESTUDIOS_ALUMNO eliminaría esta inferencia; ambigüedad por jornada (2 jornadas); potenciales: I162S2C57J1V1 | I162S2C57J2V1; carrera: TPAS; jornada: D; plan: TPAS20241.
20251IINF039	IINF	O	IINF20241	2025	1	I162S2C1J4V2	I162S2C1J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: IINF20241. Jornada: O.
20241CICIB005	CICIB	O	CICIB20241	2024	1	I162S2C46J4V1	I162S2C46J4V1	MATCH_SIES	MATCH_SIES_UNICO			4	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: CICIB20241. Jornada: O.
20251ICDA037	ICDA	O	ICDA20251	2025	2	I162S2C88J4V1 | I162S2C88J4V2	I162S2C88J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI	CON_AMBIGUEDAD	RESOLVERIA_AMBIGUEDAD	N_CODES_SIES=2 → existían múltiples planes SIES potenciales; el pipeline resolvió por heurística (REGLA_TIPO_PLAN); un dato maestro PLAN_ESTUDIOS_ALUMNO eliminaría esta inferencia; ambigüedad por versión curricular (2 versiones); potenciales: I162S2C88J4V1 | I162S2C88J4V2; carrera: ICDA; jornada: O; plan: ICDA20251.
20252IINF027	IINF	O	IINF20241	2025	1	I162S2C1J4V2	I162S2C1J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: IINF20241. Jornada: O.
20241TPAS109	TPAS	O	TPAS20241	2023	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TPAS20241. Jornada: O.
20252IINF004	IINF	O	IINF20241	2025	1	I162S2C1J4V2	I162S2C1J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: IINF20241. Jornada: O.
20241TCIB121	TCIB	O	TCIB20241	2023	1	I162S2C47J4V1	I162S2C47J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TCIB20241. Jornada: O.
20241CICIB036	CICIB	O	CICIB20241	2024	1	I162S2C46J4V1	I162S2C46J4V1	MATCH_SIES	MATCH_SIES_UNICO			4	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: CICIB20241. Jornada: O.
20252ILOG002	ILOG	O	ILOG20241	2025	1	I162S2C77J4V1	I162S2C77J4V1	MATCH_SIES	MATCH_SIES_UNICO			8	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: ILOG20241. Jornada: O.
20253IINF007	IINF	O	IINF20241	2025	1	I162S2C1J4V2	I162S2C1J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: IINF20241. Jornada: O.
20251IINF062	IINF	O	IINF20241	2025	1	I162S2C1J4V2	I162S2C1J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: IINF20241. Jornada: O.
20242TPAS025	TPAS	O	TPAS20241	2024	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TPAS20241. Jornada: O.
20241CICRE046	CICRE	O	CICRE20241	2024	1	I162S2C3J4V3	I162S2C3J4V3	MATCH_SIES	MATCH_SIES_UNICO			4	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: CICRE20241. Jornada: O.
20251IADM076	IADM	V	IADM20241	2025	1	I162S2C76J2V1	I162S2C76J2V1	MATCH_SIES	MATCH_SIES_UNICO			8	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: IADM20241. Jornada: V.
20251TCIB025	TCIB	O	TCIB20241	2025	1	I162S2C47J4V1	I162S2C47J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TCIB20241. Jornada: O.
20241TPAS193	TPAS	O	TPAS20241	2023	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TPAS20241. Jornada: O.
20252ICIB015	ICIB	O	ICIB20241	2025	3	I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	I162S2C46J4V3	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI	CON_AMBIGUEDAD	RESOLVERIA_AMBIGUEDAD	N_CODES_SIES=3 → existían múltiples planes SIES potenciales; el pipeline resolvió por heurística (REGLA_TIPO_PLAN); un dato maestro PLAN_ESTUDIOS_ALUMNO eliminaría esta inferencia; ambigüedad por versión curricular (3 versiones); potenciales: I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3; carrera: ICIB; jornada: O; plan: ICIB20241.
20251AUDT043	AUDT	O	AUDT20251	2025	2	I162S2C86J4V1 | I162S2C86J4V2	I162S2C86J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI	CON_AMBIGUEDAD	RESOLVERIA_AMBIGUEDAD	N_CODES_SIES=2 → existían múltiples planes SIES potenciales; el pipeline resolvió por heurística (REGLA_TIPO_PLAN); un dato maestro PLAN_ESTUDIOS_ALUMNO eliminaría esta inferencia; ambigüedad por versión curricular (2 versiones); potenciales: I162S2C86J4V1 | I162S2C86J4V2; carrera: AUDT; jornada: O; plan: AUDT20251.
20251ICIB013	ICIB	O	ICIB20241	2025	3	I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	I162S2C46J4V3	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI	CON_AMBIGUEDAD	RESOLVERIA_AMBIGUEDAD	N_CODES_SIES=3 → existían múltiples planes SIES potenciales; el pipeline resolvió por heurística (REGLA_TIPO_PLAN); un dato maestro PLAN_ESTUDIOS_ALUMNO eliminaría esta inferencia; ambigüedad por versión curricular (3 versiones); potenciales: I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3; carrera: ICIB; jornada: O; plan: ICIB20241.
20241TPAS097	TPAS	O	TPAS20241	2023	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TPAS20241. Jornada: O.
20253TENS007	TENS	V	TENS20251	2025	1	I162S2C91J2V1	I162S2C91J2V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: TENS20251. Jornada: V.
20251CONG025	CONG	O	CONG20251	2025	1	I162S2C85J4V1	I162S2C85J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	SIN_AMBIGUEDAD	NO_REQUERIDO	N_CODES_SIES=1 → no hay ambigüedad; PLAN_ESTUDIOS_ALUMNO no sería necesario. Plan vigente: CONG20251. Jornada: O.
