CODCLI	CODCARPR_NORM	JORNADA_FUENTE	ANIO_ING_ACT	PLAN_DE_ESTUDIO	N_CODES_SIES	CODIGOS_SIES_POTENCIALES	CODIGO_CARRERA_SIES_FINAL	SIES_MATCH_STATUS	SIES_MATCH_DIAG	SIES_RESOLUCION_HEURISTICA	SIES_CONFIANZA_POST	DURACION_ESTUDIOS_REF	FLAG_GOBERNANZA_V2	CODIGO_UNICO_ACADEMICO	ESTADO_RESOLUCION_ACADEMICA	JUSTIFICACION_ACADEMICA
20253ADMP010	ADMP	O	2025	ADMP20251	2	I162S2C83J4V1 | I162S2C83J4V2	I162S2C83J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C83J4V1 | I162S2C83J4V2. Jornada=O. Plan=ADMP20251.
20251ADMP003	ADMP	O	2025	ADMP20251	2	I162S2C83J4V1 | I162S2C83J4V2	I162S2C83J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C83J4V1 | I162S2C83J4V2. Jornada=O. Plan=ADMP20251.
20253TENS010	TENS	V	2025	TENS20251	1	I162S2C91J2V1	I162S2C91J2V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C91J2V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=V. Plan=TENS20251. DurRef=5.
20253IIND002	IIND	O	2025	IIND20251	2	I162S2C87J4V1 | I162S2C87J4V2	I162S2C87J4V2	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C87J4V1 | I162S2C87J4V2. Jornada=O. Plan=IIND20251.
20252IADM010	IADM	O	2025	IADM20241	2	I162S2C76J4V1 | I162S2C76J4V2	I162S2C76J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C76J4V1 | I162S2C76J4V2. Jornada=O. Plan=IADM20241.
20252TPAS010	TPAS	O	2025	TPAS20241	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C57J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TPAS20241. DurRef=5.
20231TCSREOL017	TCSREOL	O	2023	TCSREOL20231	1	I162S2C47J4V1	I162S2C47J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C47J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TCSREOL20231. DurRef=5.
20251TPAS145	TPAS	O	2025	TPAS20241	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C57J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TPAS20241. DurRef=5.
20251CIADM015	CIADM	O	2025	CIADM20241	1	I162S2C76J4V2	I162S2C76J4V2	MATCH_SIES	MATCH_SIES_UNICO			4	SI	I162S2C76J4V2	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=CIADM20241. DurRef=4.
20241TPAS197	TPAS	O	2023	TPAS20241	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C57J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TPAS20241. DurRef=5.
20251AUDT050	AUDT	O	2025	AUDT20251	2	I162S2C86J4V1 | I162S2C86J4V2	I162S2C86J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C86J4V1 | I162S2C86J4V2. Jornada=O. Plan=AUDT20251.
20251IINF028	IINF	O	2025	IINF20241	1	I162S2C1J4V2	I162S2C1J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	I162S2C1J4V2	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=IINF20241. DurRef=8.
20252AUDT012	AUDT	O	2025	AUDT20251	2	I162S2C86J4V1 | I162S2C86J4V2	I162S2C86J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C86J4V1 | I162S2C86J4V2. Jornada=O. Plan=AUDT20251.
20251TAMD027	TAMD	O	2025	TAMD20241	1	I162S2C78J4V1	I162S2C78J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C78J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TAMD20241. DurRef=5.
20251ILOG085	ILOG	O	2025	ILOG20241	1	I162S2C77J4V1	I162S2C77J4V1	MATCH_SIES	MATCH_SIES_UNICO			8	SI	I162S2C77J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=ILOG20241. DurRef=8.
20251TPAS129	TPAS	O	2025	TPAS20241	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C57J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TPAS20241. DurRef=5.
20252TPAS009	TPAS	O	2025	TPAS20241	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C57J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TPAS20241. DurRef=5.
20241TPAS050	TPAS	O	2024	TPAS20241	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C57J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TPAS20241. DurRef=5.
20251AUDT003	AUDT	O	2025	AUDT20251	2	I162S2C86J4V1 | I162S2C86J4V2	I162S2C86J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C86J4V1 | I162S2C86J4V2. Jornada=O. Plan=AUDT20251.
20241TCIB054	TCIB	O	2023	TCIB20241	1	I162S2C47J4V1	I162S2C47J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C47J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TCIB20241. DurRef=5.
20251ILOG033	ILOG	O	2025	ILOG20241	1	I162S2C77J4V1	I162S2C77J4V1	MATCH_SIES	MATCH_SIES_UNICO			8	SI	I162S2C77J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=ILOG20241. DurRef=8.
20251IADM039	IADM	O	2025	IADM20241	2	I162S2C76J4V1 | I162S2C76J4V2	I162S2C76J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C76J4V1 | I162S2C76J4V2. Jornada=O. Plan=IADM20241.
20251CONG015	CONG	O	2025	CONG20251	1	I162S2C85J4V1	I162S2C85J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C85J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=CONG20251. DurRef=5.
20251TPAS119	TPAS	O	2025	TPAS20241	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C57J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TPAS20241. DurRef=5.
20241TCIB062	TCIB	O	2023	TCIB20241	1	I162S2C47J4V1	I162S2C47J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C47J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TCIB20241. DurRef=5.
20241TCIB026	TCIB	O	2024	TCIB20241	1	I162S2C47J4V1	I162S2C47J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C47J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TCIB20241. DurRef=5.
20241TPAS101	TPAS	O	2023	TPAS20241	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C57J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TPAS20241. DurRef=5.
20251IINF041	IINF	O	2025	IINF20241	1	I162S2C1J4V2	I162S2C1J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	I162S2C1J4V2	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=IINF20241. DurRef=8.
20241TCRE030	TCRE	O	2023	TCRE20241	1	I162S2C6J4V2	I162S2C6J4V2	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C6J4V2	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TCRE20241. DurRef=5.
20251ICIB076	ICIB	O	2025	ICIB20241	3	I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	I162S2C46J4V3	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=3 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3. Jornada=O. Plan=ICIB20241.
20253IINF008	IINF	O	2025	IINF20241	1	I162S2C1J4V2	I162S2C1J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	I162S2C1J4V2	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=IINF20241. DurRef=8.
20241TCIB056	TCIB	O	2023	TCIB20241	1	I162S2C47J4V1	I162S2C47J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C47J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TCIB20241. DurRef=5.
20251CIIND013	CIIND	O	2025	CIIND20251	2	I162S2C22J2V2 | I162S2C22J4V2	I162S2C22J4V2	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN_JORNADA	95%	4	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN_JORNADA] IGNORADA. Potenciales: I162S2C22J2V2 | I162S2C22J4V2. Jornada=O. Plan=CIIND20251.
20253IIND018	IIND	O	2025	IIND20251	2	I162S2C87J4V1 | I162S2C87J4V2	I162S2C87J4V2	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C87J4V1 | I162S2C87J4V2. Jornada=O. Plan=IIND20251.
20251CIINF035	CIINF	O	2025	CIINF20241	1	I162S2C1J4V3	I162S2C1J4V3	MATCH_SIES	MATCH_SIES_UNICO			4	SI	I162S2C1J4V3	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=CIINF20241. DurRef=4.
20251ADMP067	ADMP	O	2025	ADMP20251	2	I162S2C83J4V1 | I162S2C83J4V2	I162S2C83J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C83J4V1 | I162S2C83J4V2. Jornada=O. Plan=ADMP20251.
20252TPAS012	TPAS	O	2025	TPAS20241	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C57J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TPAS20241. DurRef=5.
20251TLOG094	TLOG	O	2025	TLOG20241	1	I162S2C79J4V1	I162S2C79J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C79J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TLOG20241. DurRef=5.
20251TCRE003	TCRE	O	2025	TCRE20241	1	I162S2C6J4V2	I162S2C6J4V2	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C6J4V2	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TCRE20241. DurRef=5.
20251TCIB061	TCIB	O	2025	TCIB20241	1	I162S2C47J4V1	I162S2C47J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C47J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TCIB20241. DurRef=5.
20251TLOG005	TLOG	O	2025	TLOG20241	1	I162S2C79J4V1	I162S2C79J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C79J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TLOG20241. DurRef=5.
20251ICRE052	ICRE	O	2025	ICRE20241	1	I162S2C3J4V2	I162S2C3J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	I162S2C3J4V2	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=ICRE20241. DurRef=8.
20253TPAS008	TPAS	O	2025	TPAS20241	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C57J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TPAS20241. DurRef=5.
20251TAMD073	TAMD	O	2025	TAMD20241	1	I162S2C78J4V1	I162S2C78J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C78J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TAMD20241. DurRef=5.
20251IADM041	IADM	O	2025	IADM20241	2	I162S2C76J4V1 | I162S2C76J4V2	I162S2C76J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C76J4V1 | I162S2C76J4V2. Jornada=O. Plan=IADM20241.
20251ICDA003	ICDA	O	2025	ICDA20251	2	I162S2C88J4V1 | I162S2C88J4V2	I162S2C88J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C88J4V1 | I162S2C88J4V2. Jornada=O. Plan=ICDA20251.
20251TCIB057	TCIB	O	2023	TCIB20241	1	I162S2C47J4V1	I162S2C47J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C47J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TCIB20241. DurRef=5.
20251ILOG074	ILOG	V	2025	ILOG20241	1	I162S2C77J2V1	I162S2C77J2V1	MATCH_SIES	MATCH_SIES_UNICO			8	SI	I162S2C77J2V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=V. Plan=ILOG20241. DurRef=8.
20251ICDA031	ICDA	O	2025	ICDA20251	2	I162S2C88J4V1 | I162S2C88J4V2	I162S2C88J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C88J4V1 | I162S2C88J4V2. Jornada=O. Plan=ICDA20251.
20251CIIND011	CIIND	O	2025	CIIND20251	2	I162S2C22J2V2 | I162S2C22J4V2	I162S2C22J4V2	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN_JORNADA	95%	4	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN_JORNADA] IGNORADA. Potenciales: I162S2C22J2V2 | I162S2C22J4V2. Jornada=O. Plan=CIIND20251.
20252IADM007	IADM	O	2025	IADM20241	2	I162S2C76J4V1 | I162S2C76J4V2	I162S2C76J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C76J4V1 | I162S2C76J4V2. Jornada=O. Plan=IADM20241.
20251IINF033	IINF	O	2025	IINF20241	1	I162S2C1J4V2	I162S2C1J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	I162S2C1J4V2	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=IINF20241. DurRef=8.
20252ICIB004	ICIB	O	2025	ICIB20241	3	I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	I162S2C46J4V3	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=3 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3. Jornada=O. Plan=ICIB20241.
20241TPAS134	TPAS	O	2023	TPAS20241	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C57J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TPAS20241. DurRef=5.
20253TPAS004	TPAS	O	2025	TPAS20241	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C57J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TPAS20241. DurRef=5.
20252AUDT004	AUDT	O	2025	AUDT20251	2	I162S2C86J4V1 | I162S2C86J4V2	I162S2C86J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C86J4V1 | I162S2C86J4V2. Jornada=O. Plan=AUDT20251.
20251TPAS069	TPAS	O	2025	TPAS20241	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C57J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TPAS20241. DurRef=5.
20251TPAS016	TPAS	O	2025	TPAS20241	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C57J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TPAS20241. DurRef=5.
20261IINF065	IINF	O	2026	IINF20241	1	I162S2C1J4V2	I162S2C1J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	I162S2C1J4V2	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=IINF20241. DurRef=8.
20251ILOG020	ILOG	O	2025	ILOG20241	1	I162S2C77J4V1	I162S2C77J4V1	MATCH_SIES	MATCH_SIES_UNICO			8	SI	I162S2C77J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=ILOG20241. DurRef=8.
20261IMDI003	IMDI	O	2026	IMDI20261	2	I162S2C112J4V1 | I162S2C112J4V2	I162S2C112J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C112J4V1 | I162S2C112J4V2. Jornada=O. Plan=IMDI20261.
20241TCIB066	TCIB	O	2023	TCIB20241	1	I162S2C47J4V1	I162S2C47J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C47J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TCIB20241. DurRef=5.
20261ICRE057	ICRE	O	2026	ICRE20241	1	I162S2C3J4V2	I162S2C3J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	I162S2C3J4V2	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=ICRE20241. DurRef=8.
20251CONG009	CONG	O	2025	CONG20251	1	I162S2C85J4V1	I162S2C85J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C85J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=CONG20251. DurRef=5.
20261IINF078	IINF	D	2026	IINF20241	5	I162S2C1J1V2 | I162S2C1J2V1 | I162S2C1J2V2 | I162S2C1J2V3 | I162S2C1J2V4	I162S2C1J1V2	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN_JORNADA	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=5 ambiguo. Heurística [REGLA_TIPO_PLAN_JORNADA] IGNORADA. Potenciales: I162S2C1J1V2 | I162S2C1J2V1 | I162S2C1J2V2 | I162S2C1J2V3 | I162S2C1J2V4. Jornada=D. Plan=IINF20241.
20251TCRE015	TCRE	O	2025	TCRE20241	1	I162S2C6J4V2	I162S2C6J4V2	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C6J4V2	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TCRE20241. DurRef=5.
20253IADM020	IADM	O	2025	IADM20241	2	I162S2C76J4V1 | I162S2C76J4V2	I162S2C76J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C76J4V1 | I162S2C76J4V2. Jornada=O. Plan=IADM20241.
20261IINF072	IINF	O	2026	IINF20241	1	I162S2C1J4V2	I162S2C1J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	I162S2C1J4V2	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=IINF20241. DurRef=8.
20261IINF146	IINF	O	2026	IINF20241	1	I162S2C1J4V2	I162S2C1J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	I162S2C1J4V2	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=IINF20241. DurRef=8.
20251ICIB023	ICIB	O	2025	ICIB20241	3	I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3	I162S2C46J4V3	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=3 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C46J4V1 | I162S2C46J4V2 | I162S2C46J4V3. Jornada=O. Plan=ICIB20241.
20261TPAS082	TPAS	O	2026	TPAS20241	1	I162S2C57J4V1	I162S2C57J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C57J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TPAS20241. DurRef=5.
20261IINF074	IINF	O	2026	IINF20241	1	I162S2C1J4V2	I162S2C1J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	I162S2C1J4V2	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=IINF20241. DurRef=8.
20251ADMP063	ADMP	O	2025	ADMP20251	2	I162S2C83J4V1 | I162S2C83J4V2	I162S2C83J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C83J4V1 | I162S2C83J4V2. Jornada=O. Plan=ADMP20251.
20251TLOG049	TLOG	O	2025	TLOG20241	1	I162S2C79J4V1	I162S2C79J4V1	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C79J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TLOG20241. DurRef=5.
20251IADM031	IADM	O	2025	IADM20241	2	I162S2C76J4V1 | I162S2C76J4V2	I162S2C76J4V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C76J4V1 | I162S2C76J4V2. Jornada=O. Plan=IADM20241.
20251TCRE018	TCRE	O	2025	TCRE20241	1	I162S2C6J4V2	I162S2C6J4V2	MATCH_SIES	MATCH_SIES_UNICO			5	SI	I162S2C6J4V2	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=TCRE20241. DurRef=5.
20261IINF071	IINF	O	2026	IINF20241	1	I162S2C1J4V2	I162S2C1J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	I162S2C1J4V2	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=IINF20241. DurRef=8.
20253IIND009	IIND	O	2025	IIND20251	2	I162S2C87J4V1 | I162S2C87J4V2	I162S2C87J4V2	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=2 ambiguo. Heurística [REGLA_TIPO_PLAN] IGNORADA. Potenciales: I162S2C87J4V1 | I162S2C87J4V2. Jornada=O. Plan=IIND20251.
20251ICIB021	ICIB	D	2025	ICIB20241	3	I162S2C46J1V1 | I162S2C46J2V1 | I162S2C46J2V3	I162S2C46J1V1	MATCH_SIES	MATCH_SIES_AMBIGUO	REGLA_TIPO_PLAN_JORNADA	95%	8	SI		REQUIERE_VALIDACION_ACADEMICA	N_CODES_SIES=3 ambiguo. Heurística [REGLA_TIPO_PLAN_JORNADA] IGNORADA. Potenciales: I162S2C46J1V1 | I162S2C46J2V1 | I162S2C46J2V3. Jornada=D. Plan=ICIB20241.
20252ILOG018	ILOG	O	2025	ILOG20241	1	I162S2C77J4V1	I162S2C77J4V1	MATCH_SIES	MATCH_SIES_UNICO			8	SI	I162S2C77J4V1	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=ILOG20241. DurRef=8.
20251IINF098	IINF	O	2025	IINF20241	1	I162S2C1J4V2	I162S2C1J4V2	MATCH_SIES	MATCH_SIES_UNICO			8	SI	I162S2C1J4V2	RESUELTO	N_CODES_SIES=1 determinístico. Jornada=O. Plan=IINF20241. DurRef=8.
