CODCLI	CODCARR	CARRERA	JORNADA	PLAN_DE_ESTUDIO	ANOINGRESO	ANOINGRESO_FUENTE	N_CODCARPR	CODCARPR_LIST	CODCARPR_VALS	REQUIERE_REVISION
20241TPAS018	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS019	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS020	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS021	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS022	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS023	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS029	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS030	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS032	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS034	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS036	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS037	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS039	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS043	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS044	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS047	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS048	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS053	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS054	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS055	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS056	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS061	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS063	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS064	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS069	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS071	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS073	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS074	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS076	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS087	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS089	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS113	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS114	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS116	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS119	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS122	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS167	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS173	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS174	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS179	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS184	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS185	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS188	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS190	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS192	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS200	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS202	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS205	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS209	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS213	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS218	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS219	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS224	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS240	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS250	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20241TPAS251	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20243TPAS023	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
20243TPAS030	TPAS	TECNICO EN PROGRAMACION Y ANALISIS DE SISTEMAS	O	TPAS20241	2024	DatosAlumnos:ANOINGRESO	2	TPAS|TPAREOL	TPAS:177|TPAREOL:1	SI
