CODIGO_UNICO,NOMBRE,COLUMNA,VALOR_FINAL,FUENTE_USADA,METODO_MATCH,ESTADO,OBSERVACION,ESTADO_FILA
I162S2C112J4V1,INGENIERIA EN MARKETING DIGITAL,PERFIL_EGRESO,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C112J4V1,INGENIERIA EN MARKETING DIGITAL,TEXTO_REQUISITO_INGRESO,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C112J4V1,INGENIERIA EN MARKETING DIGITAL,LICENCIA_ENS_MEDIA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C112J4V1,INGENIERIA EN MARKETING DIGITAL,NOTAS_ENS_MEDIA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C112J4V1,INGENIERIA EN MARKETING DIGITAL,PROMEDIO_MIN_ENS_MEDIA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C112J4V1,INGENIERIA EN MARKETING DIGITAL,RECONOCIMIENTOS_APREN_PREVIOS,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C112J4V1,INGENIERIA EN MARKETING DIGITAL,EXPERIENCIA_LABORAL,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C112J4V1,INGENIERIA EN MARKETING DIGITAL,OTROS_REQUISITOS,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C112J4V1,INGENIERIA EN MARKETING DIGITAL,MAIL_DIFUSION_CARRERA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C112J4V1,INGENIERIA EN MARKETING DIGITAL,FORMATO_VALOR,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C112J4V1,INGENIERIA EN MARKETING DIGITAL,VALOR_MATRICULA_ANUAL,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C112J4V1,INGENIERIA EN MARKETING DIGITAL,COSTO_TITULACION,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C112J4V1,INGENIERIA EN MARKETING DIGITAL,VALOR_CERTIFICADO_DIPLOMA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C112J4V1,INGENIERIA EN MARKETING DIGITAL,ARANCEL_ANUAL,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C112J4V1,INGENIERIA EN MARKETING DIGITAL,VIGENCIA_CARRERA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C114J2V1,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,Sede,Santiago,MAPEO_COD_SEDE_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C114J2V1,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,Tipo de Carrera,Técnico Nivel Superior,MAPEO_COD_NIVEL_CARRERA_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C114J2V1,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,Nombre,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,DICCIONARIO_CODIGO_UNICO_DERIVADO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C114J2V1,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,Mención o Especialidad,No aplica,REGLA_FORMULARIO_SIN_MENCION_EXPLICITA,MATCH_ESTRUCTURAL_R1_EXACTO,OK,No se detecta mención separada en fuente estructural.,
I162S2C114J2V1,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,Año de inicio de Actividades,2026,DICCIONARIO_CODIGO_UNICO_DERIVADO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C114J2V1,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,Campus,República,MAPEO_COD_SEDE_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C114J2V1,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,Horario,Vespertino,MAPEO_COD_JORNADA_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C114J2V1,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,Estado,Programa o Carrera Nueva(o),REGLA_OPERATIVA_PROGRAMAS_FALTANTES,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C114J2V1,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,Tipo Programa,Programa Regular,MAPEO_COD_TIPO_PLAN_CARRERA_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C114J2V1,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,Detalle del Tipo de Programa (especiales),No aplica,REGLA_TIPO_PROGRAMA,MATCH_ESTRUCTURAL_R1_EXACTO,OK,No aplica solo si Tipo Programa=Programa Regular.,
I162S2C114J2V1,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,Modalidad del Programa,Presencial,MAPEO_MODALIDAD_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C114J2V1,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,Área del Conocimiento,Salud,MAPEO_AREA_ACTUAL_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C114J2V1,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,Sub Área,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,No existe subárea directa en diccionario/matriz/referencia exacta.,NO_APTA
I162S2C114J2V1,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,Carrera Genérica,,SIN_REFERENCIA_EXACTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Solo se acepta referencia exacta por Codigo SIES.,NO_APTA
I162S2C114J2V1,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,Título que otorga el programa,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,DICCIONARIO_CODIGO_UNICO_DERIVADO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C114J2V1,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,Grado Académico que otorga el programa,,SIN_REFERENCIA_EXACTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Solo se acepta referencia exacta por Codigo SIES.,NO_APTA
I162S2C114J2V1,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,Dependencia,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,No existe dependencia directa en fuentes autorizadas.,NO_APTA
I162S2C114J2V1,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,Régimen,Anual,MAPEO_REGIMEN_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C114J2V1,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,Duración del programa en Semestres,5,DICCIONARIO_CODIGO_UNICO_DERIVADO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C114J2V1,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,Ingreso Directo,Ingreso Directo,MAPEO_REQUISITO_INGRESO_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C114J2V1,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,Ingreso desde un plan Común,No aplica,REGLA_AUSENCIA_EVIDENCIA_PLAN_COMUN,MATCH_ESTRUCTURAL_R1_EXACTO,OK,No hay evidencia de plan común en fuentes estructurales.,
I162S2C114J2V1,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,Ingreso desde Bachillerato,No aplica,REGLA_AUSENCIA_EVIDENCIA_BACHILLERATO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,No hay evidencia de bachillerato en fuentes estructurales.,
I162S2C114J2V1,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,Otro Tipo de Ingreso,No aplica,REGLA_REQUISITO_INGRESO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,No aplica solo si requisito ingreso estructural indica ingreso directo.,
I162S2C114J2V1,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,Ingreso otro,No aplica,REGLA_REQUISITO_INGRESO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,No aplica solo si no hay otro tipo de ingreso.,
I162S2C114J2V1,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,Observaciones,Registro de prueba generado desde match estructural fuerte; revisar columnas no aptas en auditoría antes de subir.,MENSAJE_OPERATIVO_NO_TECNICO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C114J2V1,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,FECHA_ADMISION_INICIAL,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C114J2V1,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,MALLA_CURRICULAR,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C114J2V1,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,PERFIL_EGRESO,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C114J2V1,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,TEXTO_REQUISITO_INGRESO,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C114J2V1,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,LICENCIA_ENS_MEDIA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C114J2V1,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,NOTAS_ENS_MEDIA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C114J2V1,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,PROMEDIO_MIN_ENS_MEDIA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C114J2V1,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,RECONOCIMIENTOS_APREN_PREVIOS,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C114J2V1,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,EXPERIENCIA_LABORAL,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C114J2V1,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,OTROS_REQUISITOS,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C114J2V1,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,MAIL_DIFUSION_CARRERA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C114J2V1,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,FORMATO_VALOR,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C114J2V1,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,VALOR_MATRICULA_ANUAL,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C114J2V1,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,COSTO_TITULACION,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C114J2V1,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,VALOR_CERTIFICADO_DIPLOMA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C114J2V1,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,ARANCEL_ANUAL,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C114J2V1,TECNICO EN ENFERMERIA E INSTRUMENTACION QUIRURGICA,VIGENCIA_CARRERA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C63J4V1,DIPLOMADO EN ARQUITECTURA CLOUD,Sede,Santiago,MAPEO_COD_SEDE_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C63J4V1,DIPLOMADO EN ARQUITECTURA CLOUD,Tipo de Carrera,Diplomado,MAPEO_COD_NIVEL_CARRERA_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C63J4V1,DIPLOMADO EN ARQUITECTURA CLOUD,Nombre,DIPLOMADO EN ARQUITECTURA CLOUD,DICCIONARIO_CODIGO_UNICO_DERIVADO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C63J4V1,DIPLOMADO EN ARQUITECTURA CLOUD,Mención o Especialidad,No aplica,REGLA_FORMULARIO_SIN_MENCION_EXPLICITA,MATCH_ESTRUCTURAL_R1_EXACTO,OK,No se detecta mención separada en fuente estructural.,
I162S2C63J4V1,DIPLOMADO EN ARQUITECTURA CLOUD,Año de inicio de Actividades,2023,DICCIONARIO_CODIGO_UNICO_DERIVADO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C63J4V1,DIPLOMADO EN ARQUITECTURA CLOUD,Campus,República,MAPEO_COD_SEDE_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C63J4V1,DIPLOMADO EN ARQUITECTURA CLOUD,Horario,Otro,MAPEO_COD_JORNADA_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C63J4V1,DIPLOMADO EN ARQUITECTURA CLOUD,Estado,Programa o Carrera Nueva(o),REGLA_OPERATIVA_PROGRAMAS_FALTANTES,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C63J4V1,DIPLOMADO EN ARQUITECTURA CLOUD,Tipo Programa,Programa Regular,MAPEO_COD_TIPO_PLAN_CARRERA_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C63J4V1,DIPLOMADO EN ARQUITECTURA CLOUD,Detalle del Tipo de Programa (especiales),No aplica,REGLA_TIPO_PROGRAMA,MATCH_ESTRUCTURAL_R1_EXACTO,OK,No aplica solo si Tipo Programa=Programa Regular.,
I162S2C63J4V1,DIPLOMADO EN ARQUITECTURA CLOUD,Modalidad del Programa,No presencial,MAPEO_MODALIDAD_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C63J4V1,DIPLOMADO EN ARQUITECTURA CLOUD,Área del Conocimiento,Tecnología,MAPEO_AREA_ACTUAL_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C63J4V1,DIPLOMADO EN ARQUITECTURA CLOUD,Sub Área,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,No existe subárea directa en diccionario/matriz/referencia exacta.,NO_APTA
I162S2C63J4V1,DIPLOMADO EN ARQUITECTURA CLOUD,Carrera Genérica,,SIN_REFERENCIA_EXACTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Solo se acepta referencia exacta por Codigo SIES.,NO_APTA
I162S2C63J4V1,DIPLOMADO EN ARQUITECTURA CLOUD,Título que otorga el programa,DIPLOMADO EN ARQUITECTURA CLOUD,DICCIONARIO_CODIGO_UNICO_DERIVADO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C63J4V1,DIPLOMADO EN ARQUITECTURA CLOUD,Grado Académico que otorga el programa,,SIN_REFERENCIA_EXACTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Solo se acepta referencia exacta por Codigo SIES.,NO_APTA
I162S2C63J4V1,DIPLOMADO EN ARQUITECTURA CLOUD,Dependencia,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,No existe dependencia directa en fuentes autorizadas.,NO_APTA
I162S2C63J4V1,DIPLOMADO EN ARQUITECTURA CLOUD,Régimen,Semestral,MAPEO_REGIMEN_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C63J4V1,DIPLOMADO EN ARQUITECTURA CLOUD,Duración del programa en Semestres,1,DICCIONARIO_CODIGO_UNICO_DERIVADO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C63J4V1,DIPLOMADO EN ARQUITECTURA CLOUD,Ingreso Directo,,MAPEO_REQUISITO_INGRESO_LOCAL,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,No existe fuente directa fuerte para esta columna.,NO_APTA
I162S2C63J4V1,DIPLOMADO EN ARQUITECTURA CLOUD,Ingreso desde un plan Común,No aplica,REGLA_AUSENCIA_EVIDENCIA_PLAN_COMUN,MATCH_ESTRUCTURAL_R1_EXACTO,OK,No hay evidencia de plan común en fuentes estructurales.,
I162S2C63J4V1,DIPLOMADO EN ARQUITECTURA CLOUD,Ingreso desde Bachillerato,No aplica,REGLA_AUSENCIA_EVIDENCIA_BACHILLERATO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,No hay evidencia de bachillerato en fuentes estructurales.,
I162S2C63J4V1,DIPLOMADO EN ARQUITECTURA CLOUD,Otro Tipo de Ingreso,,REGLA_REQUISITO_INGRESO,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,No aplica solo si requisito ingreso estructural indica ingreso directo.,NO_APTA
I162S2C63J4V1,DIPLOMADO EN ARQUITECTURA CLOUD,Ingreso otro,,REGLA_REQUISITO_INGRESO,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,No aplica solo si no hay otro tipo de ingreso.,NO_APTA
I162S2C63J4V1,DIPLOMADO EN ARQUITECTURA CLOUD,Observaciones,Registro de prueba generado desde match estructural fuerte; revisar columnas no aptas en auditoría antes de subir.,MENSAJE_OPERATIVO_NO_TECNICO,MATCH_ESTRUCTURAL_R1_EXACTO,OK,,
I162S2C63J4V1,DIPLOMADO EN ARQUITECTURA CLOUD,FECHA_ADMISION_INICIAL,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C63J4V1,DIPLOMADO EN ARQUITECTURA CLOUD,MALLA_CURRICULAR,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C63J4V1,DIPLOMADO EN ARQUITECTURA CLOUD,PERFIL_EGRESO,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C63J4V1,DIPLOMADO EN ARQUITECTURA CLOUD,TEXTO_REQUISITO_INGRESO,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C63J4V1,DIPLOMADO EN ARQUITECTURA CLOUD,LICENCIA_ENS_MEDIA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C63J4V1,DIPLOMADO EN ARQUITECTURA CLOUD,NOTAS_ENS_MEDIA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C63J4V1,DIPLOMADO EN ARQUITECTURA CLOUD,PROMEDIO_MIN_ENS_MEDIA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C63J4V1,DIPLOMADO EN ARQUITECTURA CLOUD,RECONOCIMIENTOS_APREN_PREVIOS,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C63J4V1,DIPLOMADO EN ARQUITECTURA CLOUD,EXPERIENCIA_LABORAL,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C63J4V1,DIPLOMADO EN ARQUITECTURA CLOUD,OTROS_REQUISITOS,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C63J4V1,DIPLOMADO EN ARQUITECTURA CLOUD,MAIL_DIFUSION_CARRERA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C63J4V1,DIPLOMADO EN ARQUITECTURA CLOUD,FORMATO_VALOR,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C63J4V1,DIPLOMADO EN ARQUITECTURA CLOUD,VALOR_MATRICULA_ANUAL,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C63J4V1,DIPLOMADO EN ARQUITECTURA CLOUD,COSTO_TITULACION,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C63J4V1,DIPLOMADO EN ARQUITECTURA CLOUD,VALOR_CERTIFICADO_DIPLOMA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C63J4V1,DIPLOMADO EN ARQUITECTURA CLOUD,ARANCEL_ANUAL,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
I162S2C63J4V1,DIPLOMADO EN ARQUITECTURA CLOUD,VIGENCIA_CARRERA,,SIN_FUENTE_DIRECTA,MATCH_ESTRUCTURAL_R1_EXACTO,SIN_FUENTE,Campo sin fuente directa cuando queda vacío.,NO_APTA
